,Unnamed: 0,class,cap-shapenum,cap-surfacenum,cap-colornum,bruisesnum,odornum,gill-attachmentnum,gill-spacingnum,gill-sizenum,gill-colornum,stalk-shapenum,stalk-rootnum,stalk-surface-above-ringnum,stalk-surface-below-ringnum,stalk-color-above-ringnum,stalk-color-below-ringnum,veil-typenum,veil-colornum,ring-numbernum,ring-typenum,spore-print-colornum,populationnum,habitatnum,poison,edible
4286,4286,p,5,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0,1,0
6322,6322,p,2,3,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1,0
2282,2282,e,5,0,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
3219,3219,e,2,3,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
454,454,e,0,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
704,704,e,2,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4,0,1
4282,4282,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
8110,8110,e,5,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,3,4,2,0,1
1000,1000,e,5,0,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
2440,2440,e,5,3,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
5161,5161,p,5,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,4,1,1,0
1859,1859,e,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1883,1883,e,5,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
6771,6771,p,2,3,2,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1,0
3610,3610,p,5,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
3883,3883,e,2,3,3,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0,0,1
1471,1471,e,2,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
3390,3390,p,5,0,5,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0,1,0
5185,5185,e,2,3,1,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0,1
2547,2547,e,5,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
5867,5867,p,2,2,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1,0
1015,1015,e,2,0,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0,0,1
479,479,e,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
5734,5734,e,3,2,0,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
4120,4120,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4,1,0
851,851,e,2,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,1,0,1
6456,6456,p,2,3,4,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
4867,4867,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0,1,0
5991,5991,p,5,3,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1,0
2181,2181,e,5,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
2373,2373,e,5,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
7943,7943,p,3,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1,0
3831,3831,p,5,2,8,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0,1,0
7110,7110,e,0,0,8,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
3772,3772,e,2,3,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
7461,7461,p,3,2,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1,0
2583,2583,e,2,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
2670,2670,e,5,0,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0,0,1
5844,5844,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
7343,7343,p,3,3,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1,0
5486,5486,p,5,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
6908,6908,p,5,2,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1,0
3321,3321,e,2,0,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
1762,1762,e,2,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
666,666,e,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,1,0,1
1922,1922,e,5,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
6241,6241,p,5,3,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1,0
172,172,e,5,0,9,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0,0,1
4544,4544,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0,1,0
2937,2937,p,5,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
1871,1871,e,2,0,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0,0,1
1329,1329,e,2,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
3276,3276,p,5,0,8,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,2,4,0,1,0
557,557,e,5,0,8,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0,0,1
2342,2342,e,5,0,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
7154,7154,p,5,2,2,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1,0
4838,4838,p,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
7341,7341,p,3,3,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1,0
6472,6472,p,5,2,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1,0
633,633,e,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,1,0,1
4298,4298,p,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
7993,7993,e,3,0,3,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,3,1,0,1
3516,3516,e,2,3,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0,0,1
6208,6208,p,5,2,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
4939,4939,e,3,2,0,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
6124,6124,p,2,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
1255,1255,e,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
3048,3048,e,2,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0,0,1
7049,7049,p,3,2,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1,0
7821,7821,p,3,3,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1,0
2541,2541,e,5,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
1953,1953,e,5,0,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
6396,6396,e,5,2,8,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,3,1,0,1
3881,3881,p,5,0,3,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
7138,7138,p,2,3,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1,0
6961,6961,p,3,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1,0
1752,1752,e,5,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
7405,7405,e,0,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,8,4,2,0,1
2156,2156,e,5,3,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0,0,1
4702,4702,p,5,0,8,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
5620,5620,e,5,0,1,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0,1
3490,3490,p,5,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
7423,7423,p,3,3,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1,0
1031,1031,p,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
4536,4536,p,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
5411,5411,p,5,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1,0
2379,2379,e,5,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
5523,5523,p,5,2,8,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,4,5,1,0
6515,6515,p,5,2,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1,0
3297,3297,e,2,3,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
8048,8048,p,3,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1,0
812,812,p,5,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5,1,0
5933,5933,p,5,3,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1,0
4698,4698,p,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4,1,0
5848,5848,p,2,2,8,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,1,1,0
1322,1322,e,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
2448,2448,e,2,0,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,4,0,0,1
4627,4627,p,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
2235,2235,e,5,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0,0,1
5388,5388,p,2,2,3,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,5,1,0
6852,6852,p,2,3,4,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1,0
7131,7131,p,3,2,2,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1,0
2602,2602,e,5,3,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
1388,1388,e,5,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0,0,1
6307,6307,p,2,3,4,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1,0
3311,3311,e,2,3,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,5,0,0,1
5220,5220,p,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0,1,0
5024,5024,p,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
5837,5837,p,5,3,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1,0
4324,4324,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1,1,0
2591,2591,e,5,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
3910,3910,e,2,3,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
124,124,e,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
5786,5786,p,5,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
6206,6206,p,2,3,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1,0
3765,3765,e,2,3,2,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0,0,1
2450,2450,e,2,0,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
3355,3355,e,2,3,3,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
5384,5384,e,5,0,1,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2,0,1
2788,2788,e,2,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1430,1430,e,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
2793,2793,e,2,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
5367,5367,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
1142,1142,e,2,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
1853,1853,e,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
279,279,e,5,2,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
992,992,e,5,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1,0,1
4950,4950,p,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
2371,2371,e,5,0,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
6265,6265,p,2,2,2,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1,0
5353,5353,p,2,2,3,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,5,1,0
3634,3634,e,2,3,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
3870,3870,e,5,3,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
6447,6447,p,5,2,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1,0
745,745,e,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
3987,3987,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1,1,0
749,749,e,2,2,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0,0,1
964,964,e,2,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
1492,1492,e,2,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
3461,3461,e,5,3,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
6108,6108,p,2,2,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1,0
7548,7548,e,2,2,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,4,4,0,1
4472,4472,p,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1,1,0
1703,1703,p,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
7966,7966,e,0,2,8,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,2,1,0,1
5677,5677,p,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1,1,0
7333,7333,p,3,2,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1,0
2143,2143,e,5,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
2614,2614,e,2,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
655,655,e,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
4879,4879,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4,1,0
5174,5174,p,2,3,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0,1,0
2357,2357,e,5,3,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,5,0,0,1
8029,8029,e,5,0,3,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
5981,5981,p,2,2,8,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,5,1,0
5750,5750,p,2,2,8,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,4,1,1,0
5751,5751,p,0,2,0,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
6464,6464,p,2,3,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1,0
563,563,e,5,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
2653,2653,e,2,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,5,0,0,1
6775,6775,p,2,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1,0
2012,2012,e,5,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0,0,1
1342,1342,p,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
6622,6622,p,5,2,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1,0
1360,1360,e,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
1957,1957,e,5,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0,0,1
1956,1956,e,5,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
6834,6834,p,2,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1,0
530,530,e,5,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,4,0,1
4580,4580,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
2691,2691,e,5,3,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
2760,2760,e,2,3,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
5578,5578,e,5,3,1,0,5,1,1,1,10,0,1,2,2,7,4,0,2,1,0,7,4,2,0,1
6156,6156,p,5,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1,0
1641,1641,e,5,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,4,0,0,1
6729,6729,p,2,3,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1,0
5860,5860,p,5,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1,0
4787,4787,p,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1,0
2419,2419,e,2,0,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
6957,6957,p,3,3,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1,0
3941,3941,p,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1,1,0
5304,5304,p,5,3,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1,0
3874,3874,p,5,2,3,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
2087,2087,e,5,0,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,5,0,0,1
808,808,e,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0,1
1406,1406,e,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
2271,2271,e,2,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1,0,1
5449,5449,p,2,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,1,1,0
7977,7977,e,3,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,4,4,2,0,1
4091,4091,p,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0,1,0
7507,7507,p,3,3,2,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1,0
5463,5463,e,3,2,2,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0,1
405,405,e,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
5268,5268,p,5,2,8,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,4,5,1,0
4801,4801,p,5,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1,0
1125,1125,e,5,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
7835,7835,p,3,3,2,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1,0
5040,5040,p,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
4262,4262,p,5,0,5,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
6920,6920,e,3,0,3,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,3,1,0,1
7512,7512,p,3,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1,0
481,481,e,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1,0,1
1534,1534,e,2,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
4141,4141,e,2,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
6408,6408,p,5,3,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1,0
6937,6937,e,5,0,8,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,3,1,0,1
1133,1133,e,2,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
3024,3024,e,2,3,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,5,0,0,1
7290,7290,e,3,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,0,1,2,0,1
1090,1090,e,4,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,5,5,0,1
5014,5014,p,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
5650,5650,p,2,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1,1,0
7151,7151,p,2,2,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
7080,7080,p,2,2,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1,0
7559,7559,e,5,0,8,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,2,1,0,1
3712,3712,e,2,3,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
5595,5595,p,5,3,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1,0
1193,1193,e,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4,0,1
4642,4642,p,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1,0
5831,5831,p,5,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
4574,4574,p,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
364,364,e,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
467,467,e,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
6482,6482,p,2,2,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1,0
4179,4179,e,2,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
1374,1374,p,5,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
2247,2247,e,5,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0,1
2977,2977,e,5,0,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,5,0,0,1
8,8,p,5,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1,0
3882,3882,p,5,2,3,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0,1,0
7776,7776,e,5,2,8,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
30,30,e,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
4418,4418,p,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1,1,0
4886,4886,p,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1,1,0
352,352,e,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
1132,1132,p,5,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
5915,5915,p,2,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1,0
1231,1231,p,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1,1,0
3097,3097,p,5,2,5,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
5029,5029,p,2,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0,1,0
7594,7594,p,3,3,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1,0
5167,5167,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
3646,3646,e,2,3,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
2682,2682,e,2,0,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
3929,3929,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0,1,0
850,850,e,0,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
1278,1278,e,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
