,class,cap-shapenum,cap-surfacenum,cap-colornum,bruisesnum,odornum,gill-attachmentnum,gill-spacingnum,gill-sizenum,gill-colornum,stalk-shapenum,stalk-rootnum,stalk-surface-above-ringnum,stalk-surface-below-ringnum,stalk-color-above-ringnum,stalk-color-below-ringnum,veil-typenum,veil-colornum,ring-numbernum,ring-typenum,spore-print-colornum,populationnum,habitatnum,poison,edible
4023,p,5,3,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1,0
4024,p,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4,1,0
4025,p,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
4026,p,5,2,3,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
4027,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1,1,0
4028,p,2,2,0,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,3,1,1,0
4029,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
4030,p,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
4031,p,5,2,8,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
4032,p,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,0,1,0
4033,e,2,0,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
4034,p,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
4035,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
4036,p,5,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
4037,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
4038,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
4039,e,2,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0,0,1
4040,p,5,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
4041,e,2,3,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
4042,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0,1,0
4043,p,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
4044,p,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,0,1,0
4045,p,5,2,8,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,2,4,0,1,0
4046,p,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0,1,0
4047,e,2,3,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0,0,1
4048,p,5,0,8,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
4049,p,5,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0,1,0
4050,p,5,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
4051,p,5,0,5,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
4052,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
4053,p,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,4,1,0
4054,e,2,3,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
4055,p,5,3,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
4056,p,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
4057,p,5,0,3,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
4058,p,5,2,5,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,2,4,0,1,0
4059,e,5,0,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
4060,p,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
4061,e,2,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
4062,e,2,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
4063,p,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0,1,0
4064,p,5,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1,1,0
4065,p,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
4066,p,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
4067,p,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
4068,e,2,3,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0,0,1
4069,p,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
4070,p,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,4,1,0
4071,p,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
4072,p,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4,1,0
4073,e,2,0,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
4074,e,2,3,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,4,0,0,1
4075,p,5,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1,1,0
4076,e,2,3,7,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
4077,e,2,3,4,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
4078,p,2,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
4079,p,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
4080,p,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0,1,0
4081,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
4082,p,2,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
4083,p,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
4084,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,4,1,0
4085,p,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
4086,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,4,1,0
4087,e,5,0,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0,0,1
4088,p,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0,1,0
4089,e,2,3,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,4,0,0,1
4090,p,5,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
4091,p,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0,1,0
4092,e,2,3,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
4093,e,2,0,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
4094,p,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
4095,e,5,0,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
4096,e,2,0,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
4097,p,2,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,4,1,0
4098,p,5,0,8,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,4,0,1,0
4099,p,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
4100,p,5,3,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
4101,p,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
4102,p,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0,1,0
4103,e,2,3,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
4104,p,5,3,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1,0
4105,e,2,3,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0,0,1
4106,p,0,2,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
4107,e,2,0,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
4108,p,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1,1,0
4109,e,2,3,3,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
4110,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
4111,p,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1,1,0
4112,p,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
4113,e,2,0,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
4114,p,5,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
4115,p,2,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1,1,0
4116,p,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
4117,p,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
4118,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
4119,p,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1,1,0
4120,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4,1,0
4121,e,2,3,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
4122,p,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
4123,p,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
4124,e,2,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
4125,p,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
4126,p,5,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
4127,e,2,3,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
4128,p,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
4129,e,2,0,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
4130,p,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
4131,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0,1,0
4132,p,5,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0,1,0
4133,p,5,2,3,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
4134,e,2,0,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0,0,1
4135,p,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
4136,p,5,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
4137,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
4138,e,2,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0,0,1
4139,p,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0,1,0
4140,p,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0,1,0
4141,e,2,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
4142,e,2,3,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
4143,p,2,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5,1,0
4144,p,5,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
4145,p,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,4,1,0
4146,p,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4,1,0
4147,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
4148,p,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
4149,p,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
4150,e,2,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
4151,p,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1,1,0
4152,p,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
4153,p,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
4154,e,2,0,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
4155,e,2,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
4156,e,2,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0,0,1
4157,p,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1,1,0
4158,p,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
4159,e,2,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
4160,p,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1,1,0
4161,e,2,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
4162,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
4163,p,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1,0
4164,p,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
4165,e,2,0,1,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2,0,1
4166,p,5,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
4167,p,2,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1,1,0
4168,p,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
4169,p,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1,1,0
4170,p,5,2,0,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,5,1,0
4171,p,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
4172,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
4173,p,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
4174,p,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
4175,p,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
4176,e,2,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,5,0,0,1
4177,p,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
4178,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
4179,e,2,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
4180,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
4181,p,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
4182,p,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0,1,0
4183,e,2,0,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
4184,p,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
4185,p,5,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
4186,e,2,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
4187,e,2,0,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0,0,1
4188,p,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
4189,p,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
4190,p,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0,1,0
4191,p,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
4192,p,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
4193,p,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1,1,0
4194,p,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5,1,0
4195,e,2,0,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0,0,1
4196,p,5,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1,0
4197,e,5,3,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
4198,p,5,0,3,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0,1,0
4199,p,5,0,5,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
4200,p,5,3,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
4201,p,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
4202,p,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
4203,p,5,2,3,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,5,1,0
4204,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
4205,p,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
4206,p,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
4207,p,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
4208,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0,1,0
4209,p,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1,1,0
4210,p,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
4211,p,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1,1,0
4212,p,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1,1,0
4213,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1,1,0
4214,p,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1,1,0
4215,p,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
4216,p,2,2,3,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5,1,0
4217,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1,1,0
4218,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1,1,0
4219,p,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0,1,0
4220,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0,1,0
4221,p,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0,1,0
4222,p,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4,1,0
4223,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4,1,0
4224,e,2,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0,1
4225,p,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
4226,p,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0,1,0
4227,p,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
4228,p,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1,1,0
4229,p,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
4230,p,5,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
4231,p,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
4232,p,2,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,5,1,0
4233,p,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
4234,p,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1,0
4235,p,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4,1,0
4236,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0,1,0
4237,p,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
4238,p,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4,1,0
4239,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1,1,0
4240,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
4241,p,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1,1,0
4242,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0,1,0
4243,p,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
4244,p,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0,1,0
4245,p,5,2,8,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1,1,0
4246,p,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1,1,0
4247,p,5,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1,1,0
4248,p,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0,1,0
4249,p,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
4250,p,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1,1,0
4251,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1,1,0
4252,p,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
4253,e,2,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
4254,p,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
4255,p,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
4256,p,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1,1,0
4257,p,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
4258,p,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0,1,0
4259,p,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
4260,p,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1,0
4261,p,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
4262,p,5,0,5,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
4263,p,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0,1,0
4264,p,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1,1,0
4265,p,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1,1,0
4266,p,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
4267,p,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
4268,p,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,0,1,0
4269,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1,1,0
4270,p,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4,1,0
4271,p,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0,1,0
4272,p,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
4273,p,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
4274,p,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1,0
4275,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4,1,0
4276,e,3,3,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2,0,1
4277,p,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4,1,0
4278,p,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1,1,0
4279,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
4280,p,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0,1,0
4281,p,5,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
4282,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1,1,0
